ferrous_debris,soot_in_oil,cylinder_head_temp,exhaust_gas_temp,bearing_temp,engine_vibration,knock_sensor,crankshaft_vibration,oil_temperature,injector_pressure,oil_pressure,coolant_pressure,mass_air_flow,oxygen_sensor,egr_flow,RUL
100.0,140.0,130.0,850.0,110.0,10.0,93.755,63.731051989721294,128.181,20.0,0.302,0.083,8.419,0.757,20.0,187
96.081,105.427,123.214,796.101,102.866,8.359,72.559,245.82579632895113,101.425,15.868,0.269,0.124,4.244,0.917,18.592,759
17.117,34.242,108.425,546.303,58.055,3.334,47.559,621.1674212811649,5.344,4.549,0.055,0.188,2.031,0.027,14.376,894
13.093,95.106,75.09,577.923,55.39,2.067,53.466,727.4699555488561,54.39,7.265,0.053,0.191,0.373,0.244,4.794,905
59.451,126.233,110.202,826.507,103.398,8.608,79.536,246.60189703437138,113.414,10.87,0.289,0.111,4.184,0.921,18.92,791
100.0,140.0,130.0,850.0,110.0,10.0,91.546,1004.377078043603,122.333,20.0,0.342,0.019,9.657,0.374,20.0,114
93.12,114.16,128.96,687.714,100.826,8.666,77.026,922.0168091456013,105.956,12.557,0.247,0.106,4.178,0.919,18.418,743
100.0,140.0,130.0,850.0,110.0,10.0,99.005,1024.2459113379368,128.146,20.0,0.451,0.298,9.417,0.664,20.0,240
83.765,125.46,122.463,688.257,108.129,8.571,70.168,987.2001740762022,106.258,15.879,0.265,0.13,3.47,0.906,18.69,555
100.0,140.0,130.0,850.0,110.0,10.0,93.846,187.2527092997926,123.613,20.0,0.488,0.033,5.814,0.727,20.0,67
65.112,135.645,114.397,739.034,88.355,5.986,74.424,225.45330386573326,106.914,13.883,0.239,0.121,3.805,0.92,17.365,548
6.177,2.545,86.691,355.844,78.597,3.042,55.593,838.9796860275096,40.982,1.407,0.033,0.179,3.177,0.297,8.769,966
85.863,103.428,123.682,671.165,104.26,6.077,79.003,212.29225145463573,109.567,10.253,0.261,0.145,3.467,0.924,15.921,335
9.999,29.256,89.571,642.573,71.121,0.791,54.527,612.6430596438345,15.186,8.643,0.053,0.18,0.769,0.213,5.293,899
10.208,16.605,103.802,319.633,57.141,4.129,43.057,536.7130835454454,11.852,6.228,0.037,0.186,2.986,0.517,4.403,956
19.374,67.091,108.531,367.123,70.586,4.679,21.814,495.9782863102926,14.088,2.14,0.061,0.221,1.85,0.354,4.707,856
16.551,68.251,108.21,482.89,57.053,4.743,62.654,300.06428291762256,86.082,4.3,0.013,0.223,1.293,0.48,13.965,943
3.536,19.179,106.329,466.236,43.135,2.948,69.776,595.9840095192469,33.669,1.405,0.002,0.236,1.43,0.695,0.923,924
8.72,32.949,80.281,639.316,69.486,2.448,34.271,471.2172893470583,2.206,9.404,0.053,0.163,1.107,0.674,2.182,996
15.744,38.261,98.292,616.064,81.339,2.223,57.769,674.5792053731222,30.352,9.66,0.003,0.236,1.393,0.596,13.261,821
100.0,140.0,130.0,850.0,110.0,10.0,99.192,1049.395082216678,128.949,20.0,0.319,0.262,5.663,0.766,20.0,277
10.614,88.418,90.679,295.935,42.524,3.58,45.641,335.46688794653,16.073,8.672,0.059,0.214,1.128,0.466,2.358,928
15.057,18.163,87.88,391.066,74.506,1.966,25.11,480.4235265296365,45.5,4.027,0.055,0.212,0.699,0.044,4.138,807
11.966,36.767,109.561,303.845,70.218,0.908,37.553,389.34010783665985,49.736,4.539,0.001,0.207,2.178,0.767,9.289,829
100.0,140.0,130.0,850.0,110.0,10.0,90.013,25.501722561795148,122.335,20.0,0.318,0.037,8.521,0.535,20.0,172
2.056,77.343,83.061,568.976,50.391,0.606,44.807,761.840404982685,29.244,2.887,0.007,0.238,2.964,0.536,6.32,940
7.794,62.659,87.661,318.84,69.101,3.756,44.435,857.5599655487325,62.847,3.511,0.058,0.223,0.712,0.491,5.062,978
8.279,28.093,89.893,339.936,65.857,2.598,11.257,752.272191466697,62.991,5.991,0.089,0.21,2.116,0.484,3.894,916
11.096,37.525,77.489,586.702,66.979,2.38,31.644,563.3949238235926,77.307,4.513,0.027,0.179,0.229,0.618,9.34,913
1.188,79.194,104.514,262.787,82.759,2.327,30.727,638.74314499204,12.071,4.415,0.072,0.168,1.049,0.261,4.414,805
8.722,52.686,77.059,263.39,77.234,2.192,52.336,498.11971834301323,56.921,4.497,0.021,0.226,0.202,0.714,14.834,898
100.0,140.0,130.0,850.0,110.0,10.0,98.129,1093.0690783377038,124.713,20.0,0.343,0.006,6.346,0.362,20.0,44
100.0,140.0,130.0,850.0,110.0,10.0,90.105,17.241067747423724,121.066,20.0,0.466,0.065,5.159,0.167,20.0,135
7.781,17.934,79.802,271.799,75.796,1.955,1.831,348.686192169942,65.699,5.904,0.098,0.234,2.392,0.074,8.406,899
100.0,140.0,130.0,850.0,110.0,10.0,95.46,1070.9999915451922,128.208,20.0,0.334,0.057,5.204,0.06,20.0,297
14.781,14.519,79.437,578.921,65.98,0.571,56.994,417.8243357310238,76.186,9.039,0.001,0.219,1.392,0.232,4.533,964
19.767,4.207,82.048,444.822,65.285,4.678,3.035,496.653163411784,16.906,1.556,0.002,0.221,2.279,0.474,9.114,800
100.0,140.0,130.0,850.0,110.0,10.0,91.222,1081.7467142572013,128.028,20.0,0.484,0.254,8.684,0.442,20.0,81
3.719,30.194,87.872,558.599,80.499,2.705,22.812,890.1517459429888,52.855,4.58,0.004,0.189,1.577,0.498,11.952,920
56.882,113.862,119.356,736.9,92.718,8.28,77.539,946.4337571759434,101.345,10.407,0.218,0.114,4.081,0.908,17.588,615
11.352,18.061,80.824,429.683,55.048,0.873,64.876,307.60678894755,11.856,2.292,0.077,0.212,1.263,0.669,3.447,983
36.204,119.397,117.383,831.013,92.949,7.693,83.141,245.36195383377168,114.022,11.129,0.236,0.116,4.14,0.942,15.349,437
9.781,3.086,79.973,310.99,50.239,4.47,56.6,583.6491716142189,23.639,1.01,0.011,0.198,2.087,0.585,4.975,906
7.109,9.781,99.931,335.843,55.609,0.218,18.655,670.024200171938,71.624,3.705,0.096,0.213,2.037,0.569,5.84,817
15.415,96.744,72.464,273.639,79.289,1.89,38.451,309.3678912252299,53.413,5.739,0.056,0.234,2.626,0.266,7.278,822
13.613,15.226,81.26,589.416,47.705,2.546,45.975,342.32852256626796,31.725,1.23,0.018,0.192,2.145,0.22,6.364,878
42.183,110.041,127.531,768.721,101.974,8.486,73.36,205.6506324567899,112.893,18.211,0.278,0.106,3.454,0.915,18.498,513
4.059,92.338,88.806,584.435,54.091,2.149,35.463,760.712114190372,86.324,2.234,0.04,0.235,2.869,0.244,8.963,866
5.971,30.307,94.153,624.122,73.115,3.28,57.677,272.08797041382974,54.185,5.131,0.061,0.226,2.543,0.62,7.662,891
88.783,100.563,114.978,768.858,87.598,8.217,79.89,907.2272574898856,108.379,13.345,0.209,0.106,3.892,0.912,15.68,330
8.138,69.348,102.785,304.959,32.882,0.569,40.243,458.45159626594534,37.745,7.65,0.032,0.224,2.056,0.257,11.102,913
12.438,48.399,107.64,252.657,61.398,3.377,41.951,896.8149003139602,86.793,2.547,0.07,0.186,0.532,0.457,14.899,946
1.728,19.346,95.816,375.775,41.001,3.237,8.406,378.64033614783824,70.355,2.315,0.039,0.194,2.049,0.022,4.529,841
18.617,87.883,79.918,393.581,30.487,0.98,59.815,444.23401890561956,27.269,8.04,0.09,0.189,1.214,0.179,10.52,830
100.0,140.0,130.0,850.0,110.0,10.0,91.911,1079.595031067404,122.836,20.0,0.399,0.274,6.693,0.175,20.0,136
10.585,19.299,98.486,537.57,41.557,1.933,67.853,385.0932002984082,4.788,1.883,0.062,0.206,1.821,0.453,13.992,921
18.609,13.473,99.094,405.227,56.266,2.792,31.247,262.286344042642,25.79,5.064,0.065,0.231,1.346,0.792,6.382,845
17.429,3.588,88.963,422.091,79.335,0.901,12.108,714.8913820340629,36.82,2.063,0.022,0.216,0.981,0.766,13.048,806
4.006,34.283,85.12,613.081,75.268,3.755,50.896,820.0639374807986,81.443,1.121,0.04,0.209,1.639,0.338,4.382,825
5.414,70.777,76.652,397.327,82.888,2.891,48.025,626.3804079577918,13.262,2.054,0.004,0.185,2.051,0.348,10.784,811
25.432,123.191,128.875,847.876,97.606,7.658,79.81,207.67250960175906,113.073,10.096,0.262,0.12,3.497,0.927,16.003,662
7.461,97.1,103.707,461.898,64.028,3.061,8.699,349.60570284540586,76.427,7.924,0.012,0.192,1.021,0.429,1.896,950
4.193,81.894,107.562,487.15,78.078,4.872,49.21,583.3880394674483,51.205,3.273,0.027,0.202,2.605,0.621,7.495,827
100.0,140.0,130.0,850.0,110.0,10.0,91.276,85.9552160335047,122.149,20.0,0.465,0.032,4.48,0.831,20.0,23
14.532,56.942,97.742,448.18,69.615,0.265,32.763,341.5039039239331,58.948,4.689,0.035,0.232,1.503,0.661,5.057,813
100.0,140.0,130.0,850.0,110.0,10.0,95.281,46.06076517696383,129.197,20.0,0.463,0.253,6.737,0.532,20.0,215
17.33,75.61,85.283,449.82,60.76,0.283,12.287,629.6727633415658,37.028,4.348,0.088,0.208,1.461,0.709,7.354,936
100.0,140.0,130.0,850.0,110.0,10.0,90.733,1076.645620242658,123.822,20.0,0.42,0.261,5.436,0.866,20.0,8
2.294,24.759,71.648,600.119,34.081,0.01,60.416,303.62728546605604,33.261,1.262,0.016,0.194,1.007,0.162,1.626,903
5.02,84.997,86.227,436.22,54.945,3.755,28.08,747.0125085895445,84.411,5.266,0.047,0.216,2.444,0.642,3.929,993
5.516,95.063,101.426,579.455,63.755,2.066,35.541,713.3433968716494,66.02,1.541,0.027,0.238,2.279,0.238,10.014,991
0.036,27.038,70.507,424.994,72.05,3.742,68.994,699.0019842503079,10.942,2.929,0.009,0.221,2.576,0.095,7.889,833
15.939,43.014,71.539,639.64,37.668,4.418,51.337,543.2573262628141,37.194,1.727,0.076,0.187,1.021,0.775,8.53,905
16.555,53.475,99.923,517.609,82.143,3.787,52.16,700.9189112261643,73.296,9.285,0.036,0.186,1.32,0.185,0.485,965
9.039,76.193,103.743,514.212,75.401,4.872,40.132,670.1805599490216,55.271,8.234,0.09,0.196,1.351,0.156,5.622,919
14.35,61.321,102.391,412.801,35.438,3.775,52.706,430.1255488666001,5.136,3.363,0.066,0.231,1.414,0.226,6.282,936
70.874,129.967,115.864,825.215,92.667,8.766,77.905,972.5698223521445,100.188,17.628,0.234,0.113,4.19,0.943,15.906,517
18.639,75.774,99.764,267.956,66.576,0.833,47.424,725.1234787161361,97.827,5.921,0.09,0.211,0.347,0.67,7.129,866
2.914,18.145,76.393,433.222,63.222,0.515,51.961,803.1224371390864,26.579,9.717,0.089,0.196,2.579,0.207,8.106,844
33.016,106.115,118.343,833.558,85.436,6.065,79.339,244.64698597233263,115.284,18.153,0.215,0.118,3.411,0.938,16.794,398
100.0,140.0,130.0,850.0,110.0,10.0,90.027,1075.9754486069578,122.849,20.0,0.384,0.016,8.653,0.703,20.0,28
10.438,63.98,77.777,549.973,67.133,2.058,19.621,342.8551475710345,54.791,2.664,0.089,0.213,1.957,0.313,13.878,918
14.99,26.498,108.24,328.42,83.145,0.111,14.814,798.1428854175954,82.396,6.122,0.048,0.219,1.67,0.649,1.506,950
88.642,123.373,128.94,820.667,100.854,5.05,76.335,223.22526600695707,109.994,13.451,0.234,0.111,3.983,0.942,18.708,490
14.697,63.211,96.136,287.689,76.837,0.286,39.999,326.77273505024823,68.454,3.982,0.025,0.208,0.303,0.455,8.993,823
45.44,126.525,123.273,776.561,102.623,5.218,72.427,996.6412084456305,113.494,11.085,0.254,0.128,3.515,0.948,18.823,430
1.63,47.192,81.233,566.395,70.688,4.857,17.928,769.7660610166545,76.22,2.111,0.021,0.231,0.295,0.116,2.98,953
100.0,140.0,130.0,850.0,110.0,10.0,93.907,1011.785449123104,122.291,20.0,0.368,0.089,7.151,0.379,20.0,40
100.0,140.0,130.0,850.0,110.0,10.0,87.144,1031.8366134931023,126.84,20.0,0.352,0.26,5.614,0.522,20.0,23
100.0,140.0,130.0,850.0,110.0,10.0,93.607,77.98128315754094,128.647,20.0,0.331,0.05,6.087,0.377,20.0,103
69.822,104.926,124.584,725.984,88.306,7.948,78.478,901.1410378318706,114.109,14.202,0.269,0.149,4.2,0.932,18.48,476
8.533,34.503,104.346,468.369,62.465,0.536,19.014,890.9433444567621,14.295,7.282,0.09,0.178,2.858,0.7,3.157,980
87.511,135.893,120.956,699.203,90.624,6.288,74.13,239.0238829834396,111.111,18.322,0.204,0.141,3.707,0.904,16.541,716
11.608,74.449,91.66,293.488,30.782,1.525,57.065,491.52075458543436,45.963,3.213,0.05,0.237,1.497,0.184,6.76,812
7.003,15.358,79.894,342.911,69.556,1.125,41.95,732.5988628011942,93.793,4.728,0.058,0.167,2.556,0.527,13.122,860
3.686,21.129,108.834,599.788,48.403,0.111,20.026,295.6692693896375,29.856,5.729,0.001,0.229,1.558,0.156,0.491,892
10.744,40.1,80.856,379.177,30.052,0.735,60.006,727.9470104655297,91.342,4.461,0.069,0.18,2.245,0.758,8.885,916
1.939,64.989,107.911,557.672,70.755,3.025,57.125,340.5839561154275,3.172,7.205,0.039,0.204,1.596,0.137,7.333,893
100.0,140.0,130.0,850.0,110.0,10.0,87.509,1076.5142194608047,126.911,20.0,0.48,0.26,7.871,0.315,20.0,86
6.664,3.112,94.487,648.484,79.689,2.524,49.547,892.6571636200429,46.035,5.855,0.019,0.208,0.433,0.036,4.447,953
15.121,16.063,97.596,635.657,33.71,0.733,40.827,799.1283162547331,29.63,4.824,0.056,0.2,0.881,0.123,14.27,915
75.771,103.433,116.355,679.767,85.062,5.174,75.942,233.48957228623783,116.766,18.546,0.229,0.123,4.203,0.923,16.038,665
6.548,94.29,79.884,431.979,73.297,3.542,64.577,387.0775851814467,41.469,6.681,0.029,0.172,2.904,0.058,14.774,921
100.0,140.0,130.0,850.0,110.0,10.0,99.497,121.34653119336416,124.924,20.0,0.444,0.263,7.45,0.603,20.0,203
100.0,140.0,130.0,850.0,110.0,10.0,90.268,182.11589545897291,125.759,20.0,0.382,0.285,9.602,0.624,20.0,217
4.052,30.904,81.541,491.982,33.891,0.392,14.689,846.1695224171236,97.075,2.438,0.081,0.214,2.205,0.341,10.045,821
63.413,100.636,119.36,746.195,101.5,8.064,79.852,981.824119523443,108.908,10.574,0.269,0.146,3.858,0.948,18.588,564
100.0,140.0,130.0,850.0,110.0,10.0,89.418,190.77392141335454,123.331,20.0,0.35,0.272,9.493,0.366,20.0,205
79.761,107.578,128.98,743.537,85.469,5.142,80.069,201.48512596963855,117.892,13.235,0.266,0.121,3.939,0.91,15.708,302
10.492,79.119,74.602,285.948,31.629,4.119,57.172,795.8310789075844,86.739,8.719,0.035,0.188,1.812,0.542,10.38,899
4.875,65.202,83.718,606.533,48.723,1.789,63.753,816.4609551596392,63.71,4.887,0.098,0.16,1.585,0.223,3.579,911
100.0,140.0,130.0,850.0,110.0,10.0,93.546,97.89485515409669,123.706,20.0,0.372,0.069,5.282,0.835,20.0,24
44.178,129.58,125.26,709.962,88.735,8.383,74.742,994.0229632445407,107.143,14.365,0.247,0.122,3.912,0.943,16.9,325
44.736,127.896,117.895,746.345,95.955,6.371,79.91,244.68719417934273,101.13,14.752,0.248,0.105,3.615,0.94,16.943,529
13.913,1.267,108.277,423.243,60.948,1.251,38.786,362.6091077941156,13.977,3.234,0.031,0.209,2.156,0.17,4.295,925
18.387,51.054,89.436,485.171,55.938,4.226,1.875,284.88762689615936,92.91,5.207,0.063,0.212,3.178,0.212,13.568,985
91.222,101.364,111.531,692.199,95.055,6.487,79.477,997.6342871650506,106.058,12.71,0.277,0.107,3.554,0.923,18.441,604
53.829,133.712,123.06,669.359,108.725,8.486,80.999,945.3132724860995,106.801,16.984,0.259,0.131,3.73,0.906,16.251,629
100.0,140.0,130.0,850.0,110.0,10.0,87.826,175.32934587946264,122.606,20.0,0.422,0.252,9.148,0.648,20.0,77
61.628,117.452,123.913,660.793,106.676,8.474,74.82,957.1617355146924,100.231,14.48,0.284,0.116,4.085,0.945,17.068,615
12.07,76.385,70.748,359.195,81.533,4.629,50.834,845.5712516098322,69.255,8.228,0.018,0.169,1.628,0.232,8.701,845
63.232,116.535,114.715,766.191,85.535,8.774,82.155,232.6022192275987,109.673,10.533,0.218,0.108,4.274,0.904,15.816,398
17.561,94.49,89.531,372.048,45.75,3.009,4.255,560.2570527483044,23.16,1.693,0.039,0.197,1.77,0.705,3.745,992
10.229,48.666,98.284,264.52,60.002,3.415,2.391,792.231233651708,51.764,4.287,0.055,0.215,0.219,0.176,9.264,807
16.517,95.666,83.283,324.162,50.976,3.686,16.257,328.62187328738725,37.004,5.578,0.045,0.227,2.562,0.012,11.721,840
30.465,104.697,117.358,653.435,108.631,6.837,79.345,216.0157014302159,118.719,14.22,0.203,0.122,3.655,0.911,18.467,606
11.527,11.051,71.501,348.572,40.222,0.372,32.211,426.9391335904772,99.439,1.518,0.056,0.222,2.115,0.317,13.151,871
17.342,67.211,83.698,593.262,72.563,0.434,50.465,547.0286297101973,41.234,6.947,0.071,0.206,3.014,0.014,11.054,886
10.762,15.642,89.752,425.51,51.792,1.222,43.549,604.7776809510158,14.567,6.507,0.025,0.236,0.92,0.178,9.13,811
8.581,91.386,77.692,386.536,42.975,2.761,55.659,684.9547243393838,61.583,8.054,0.082,0.169,0.5,0.254,0.303,807
1.104,1.554,89.618,523.742,76.157,2.121,65.158,808.2351783412334,41.901,3.466,0.007,0.212,0.734,0.554,9.865,851
12.548,34.825,70.923,351.945,70.272,3.616,43.122,589.1627601498474,76.93,2.885,0.009,0.193,1.798,0.683,9.845,945
1.661,33.326,89.213,547.316,84.727,2.454,67.678,513.4061578542658,26.653,9.206,0.024,0.215,1.018,0.417,4.911,899
98.131,122.787,128.135,746.332,108.6,7.864,83.445,966.2817870745432,114.241,17.839,0.26,0.116,3.776,0.914,15.741,435
100.0,140.0,130.0,850.0,110.0,10.0,93.539,152.92908667306625,124.298,20.0,0.4,0.285,6.376,0.811,20.0,105
59.266,137.289,120.934,750.2,88.518,5.642,81.398,955.7859577512934,119.407,14.063,0.215,0.14,4.276,0.926,17.317,533
15.247,11.949,95.735,515.222,54.316,0.172,37.597,624.4027241699555,22.209,6.556,0.013,0.21,3.042,0.55,0.446,876
100.0,140.0,130.0,850.0,110.0,10.0,92.889,124.06080387056932,124.127,20.0,0.437,0.281,7.012,0.607,20.0,45
50.543,133.273,112.486,720.594,108.083,7.427,71.035,907.5198796321779,102.245,14.411,0.216,0.102,3.644,0.908,18.177,695
19.66,55.546,80.154,512.903,47.634,1.364,50.868,824.7168896809659,60.265,2.956,0.096,0.162,3.15,0.278,0.281,888
1.789,24.225,106.895,539.28,57.174,1.984,28.071,761.1269700683297,30.0,9.243,0.024,0.215,0.573,0.701,5.567,891
41.363,133.025,122.185,724.156,90.798,7.625,76.412,970.687572517384,103.039,15.932,0.23,0.119,3.678,0.913,15.565,669
3.125,85.711,80.221,565.008,59.737,1.377,48.236,848.6135460197917,27.866,6.347,0.046,0.193,2.565,0.229,3.37,800
2.57,98.523,77.106,487.205,61.414,0.98,23.248,261.9757383793442,6.149,1.342,0.003,0.167,1.572,0.366,1.658,978
2.929,90.023,70.524,272.852,84.687,0.756,11.63,517.4309697092472,29.243,5.697,0.007,0.232,2.273,0.113,11.24,961
52.124,126.244,124.558,832.746,106.362,8.714,83.805,934.7126862642639,103.655,12.86,0.232,0.134,3.329,0.944,18.411,401
18.89,34.548,76.027,288.225,57.266,1.735,26.295,324.38961365065416,17.053,4.887,0.01,0.172,1.338,0.763,9.809,921
1.952,41.794,109.207,451.426,31.672,2.47,7.036,587.4061138104089,10.931,6.993,0.089,0.22,2.6,0.156,10.938,966
13.714,10.563,109.464,580.291,83.582,3.645,22.631,307.0462017098348,49.894,4.607,0.008,0.21,0.326,0.793,12.761,924
18.428,26.792,92.59,591.854,73.321,1.97,30.287,425.2887676788518,98.664,7.266,0.042,0.161,3.014,0.08,10.614,847
14.927,80.616,79.811,443.399,46.518,0.809,48.181,711.8399825775903,20.412,1.42,0.066,0.191,2.25,0.245,11.551,838
100.0,140.0,130.0,850.0,110.0,10.0,88.215,55.59150613674792,122.792,20.0,0.425,0.255,9.116,0.303,20.0,15
15.266,42.828,86.269,582.485,39.348,2.702,19.011,465.9562335512166,55.205,2.528,0.025,0.197,2.273,0.206,5.565,886
16.307,11.775,77.606,392.581,62.286,1.129,66.325,343.54780964172284,12.664,3.556,0.05,0.164,1.142,0.401,3.564,998
39.345,130.302,113.368,821.078,86.046,8.752,76.131,214.04579633051037,115.016,18.712,0.206,0.106,3.886,0.939,16.28,410
6.619,23.091,92.058,302.907,34.92,0.383,68.056,595.038423647498,62.896,1.049,0.006,0.198,0.285,0.753,12.872,866
10.461,14.244,81.552,331.511,39.602,4.895,36.05,649.9074429908042,58.934,5.29,0.07,0.209,2.951,0.441,12.025,896
3.186,77.189,70.578,604.275,41.329,2.342,19.658,720.3614760862374,62.545,2.211,0.078,0.201,2.375,0.059,10.999,966
14.642,27.398,97.485,590.787,67.722,0.647,23.93,868.9925397246224,16.267,1.795,0.06,0.161,2.496,0.65,10.822,892
19.485,95.178,108.141,255.239,46.301,3.161,8.722,786.9864862200964,87.17,6.569,0.057,0.169,2.681,0.619,10.887,884
2.983,71.461,105.7,516.934,33.799,4.171,27.271,775.0751413375242,96.873,2.571,0.07,0.172,1.132,0.515,5.014,890
100.0,140.0,130.0,850.0,110.0,10.0,92.701,1007.3502304734502,125.554,20.0,0.352,0.279,7.21,0.145,20.0,181
6.468,69.378,81.541,645.406,66.306,1.032,7.961,348.16487366417505,19.159,3.966,0.079,0.216,2.533,0.609,7.594,942
7.522,73.544,73.43,421.143,58.165,1.796,15.294,372.5229952358024,83.7,9.629,0.011,0.192,1.043,0.043,5.956,893
3.675,4.556,73.327,320.588,47.644,0.996,32.495,481.1671619183792,73.503,1.501,0.026,0.238,3.031,0.556,7.879,958
25.164,105.358,114.438,782.454,94.14,7.55,72.318,232.48364564737,101.676,12.385,0.278,0.104,4.286,0.903,16.067,564
14.192,14.983,93.524,320.315,77.093,0.713,52.756,678.0113215701582,42.143,9.844,0.042,0.176,0.281,0.028,10.282,968
0.575,4.523,88.578,279.507,74.116,3.354,35.219,449.1591607701862,5.116,3.637,0.083,0.182,1.949,0.63,3.495,886
2.971,57.163,92.524,412.336,70.7,3.963,3.462,336.65515957818803,29.121,6.607,0.093,0.224,0.287,0.646,11.251,978
49.906,101.507,123.815,704.221,97.516,7.536,75.883,233.73723212301013,116.01,10.743,0.287,0.131,4.063,0.934,18.072,363
14.567,78.432,82.295,348.074,51.959,2.332,59.001,278.49642990553554,7.009,2.195,0.075,0.19,2.205,0.552,5.424,818
17.571,12.421,87.403,273.287,77.256,1.233,38.41,824.7409497982061,88.989,2.492,0.067,0.224,2.189,0.162,13.973,902
15.249,25.099,88.936,475.403,43.805,2.959,13.443,667.4381497417093,57.427,6.901,0.09,0.217,1.01,0.105,1.675,869
100.0,140.0,130.0,850.0,110.0,10.0,93.194,1090.3138151501516,123.973,20.0,0.399,0.047,9.629,0.207,20.0,109
100.0,140.0,130.0,850.0,110.0,10.0,92.2,86.4710540164422,129.489,20.0,0.497,0.028,9.543,0.414,20.0,79
1.343,13.441,75.367,379.311,36.407,2.357,47.591,359.92673939159357,77.108,2.405,0.072,0.162,1.919,0.015,8.371,837
12.942,98.77,83.298,597.138,40.53,1.191,16.003,254.20653368888395,21.087,2.373,0.072,0.224,0.215,0.107,14.235,908
100.0,140.0,130.0,850.0,110.0,10.0,91.997,1050.1672349249623,122.987,20.0,0.483,0.071,7.254,0.27,20.0,143
7.024,2.85,104.036,343.237,71.284,3.522,52.742,608.1276770636264,68.905,2.598,0.031,0.199,0.796,0.02,13.734,813
15.858,9.87,93.215,475.082,66.49,3.381,51.84,678.5123670716669,32.706,1.468,0.016,0.235,3.032,0.065,11.09,843
100.0,140.0,130.0,850.0,110.0,10.0,94.634,71.68660101013695,129.581,20.0,0.349,0.041,8.777,0.201,20.0,45
8.702,2.16,95.942,563.457,31.461,0.375,65.504,773.1274590657436,97.593,5.397,0.098,0.173,3.047,0.113,1.265,945
17.372,90.672,81.86,553.821,75.813,0.071,48.486,355.06478315553164,31.894,1.029,0.033,0.202,2.308,0.745,9.262,800
14.874,63.584,79.118,372.583,62.605,2.255,17.682,327.444215292373,35.065,7.327,0.064,0.209,2.194,0.453,2.824,938
3.545,23.138,87.773,573.235,37.038,3.709,18.898,444.13885877823986,70.039,3.328,0.025,0.173,2.816,0.506,1.63,980
100.0,140.0,130.0,850.0,110.0,10.0,86.265,0.9414189211986713,124.265,20.0,0.322,0.081,8.951,0.291,20.0,65
83.371,138.59,119.212,730.78,100.723,6.891,70.934,939.361488695668,115.591,10.289,0.284,0.101,4.256,0.922,17.398,745
18.334,73.424,70.419,423.082,74.28,0.384,8.89,365.30607533641586,83.063,1.758,0.017,0.2,1.097,0.149,4.827,839
3.492,43.681,81.611,385.347,41.762,3.493,35.515,432.81192819650306,18.539,4.327,0.026,0.167,0.453,0.24,14.21,806
100.0,140.0,130.0,850.0,110.0,10.0,88.562,115.41370931145026,122.536,20.0,0.45,0.253,9.982,0.165,20.0,71
51.679,109.741,114.867,671.708,97.531,8.237,81.44,902.8013825416232,112.383,16.155,0.241,0.149,4.237,0.949,15.426,515
1.076,14.786,79.25,639.799,71.482,0.646,21.663,734.7811639547087,8.304,8.47,0.088,0.166,0.539,0.415,1.613,819
8.32,44.006,86.493,301.736,60.92,0.388,55.636,260.73108617790683,50.853,7.005,0.029,0.178,1.687,0.203,8.404,811
7.113,15.506,71.9,431.591,34.889,2.311,33.395,893.3526384187772,98.71,1.494,0.01,0.205,2.827,0.003,5.005,997
4.402,95.429,105.352,560.865,75.847,2.301,25.442,687.1077840359382,83.089,8.032,0.047,0.224,3.003,0.109,0.137,901
12.088,54.903,73.397,403.849,36.757,0.447,27.53,487.74833027294983,7.503,3.556,0.084,0.186,2.593,0.533,6.348,829
43.7,100.985,117.806,730.076,102.692,6.334,70.969,224.31008405478724,106.699,14.948,0.223,0.142,3.804,0.922,15.226,444
100.0,140.0,130.0,850.0,110.0,10.0,86.32,1021.6205445887643,128.463,20.0,0.338,0.27,8.526,0.759,20.0,195
8.051,97.116,90.325,583.362,35.327,0.086,9.411,840.1954471881277,96.381,8.617,0.014,0.201,2.194,0.421,13.139,983
48.43,117.867,116.989,756.621,90.65,8.836,79.475,226.98212447533106,116.421,13.138,0.267,0.126,4.29,0.935,16.157,309
19.389,17.671,105.501,633.344,75.02,4.408,3.611,652.9585083014147,18.771,7.456,0.084,0.214,3.148,0.441,3.345,838
100.0,140.0,130.0,850.0,110.0,10.0,96.713,147.10431159873679,129.644,20.0,0.457,0.063,9.227,0.329,20.0,277
12.111,33.851,78.797,346.699,30.337,1.367,68.409,672.3204882831055,58.769,5.698,0.006,0.165,1.927,0.378,6.747,870
14.582,95.031,86.366,308.708,84.156,1.794,45.157,795.9136442044206,19.182,3.183,0.039,0.173,0.573,0.218,9.65,964
7.776,89.072,75.943,465.071,36.421,2.939,58.563,820.336444654806,6.422,1.499,0.083,0.203,2.811,0.792,12.766,978
5.342,43.514,96.75,627.596,63.9,0.921,14.964,715.6348599255575,25.429,3.804,0.076,0.201,1.807,0.618,0.234,927
1.086,70.164,85.843,430.587,78.651,2.714,19.452,569.2931408410402,29.578,8.032,0.075,0.192,2.135,0.501,14.557,915
29.696,133.452,111.582,844.352,96.685,5.198,77.688,961.3749102666898,108.987,14.547,0.272,0.113,4.114,0.933,16.48,455
8.383,5.259,96.675,342.153,55.579,1.266,40.967,493.22662328707355,77.197,8.345,0.046,0.172,1.001,0.028,11.088,807
13.733,23.451,87.794,544.065,41.211,4.885,6.841,610.7383885464117,81.429,7.022,0.021,0.225,1.473,0.252,2.608,837
